undermining	disobey
perdition	imaginary_place
ransacks	take
glides	phone
emergency	crisis
cheated	victimize
down	feather
launching	propulsion
shifting	motion
peppered	zest
brings	transport
adding	increase
fairytale	narrative
clue	indication
club	baseball_team
boundaries	extremity
lunacy	insanity
seated	put
meshes	linear_unit
whoop	cry
espionage	spying
alterations	happening
intriguing	matter_to
chiller	excitation
frosting	topping
regarding	think
month	time_period
chilled	depress
paws	animal_foot
acres	real_property
chuck	fare
pawn	pledge
needles	simple_leaf
squeeze	compression
bidder	applicant
importance	value
worthy	important_person
title	heading
heartland	region
mist	fog
miss	woman
delights	pleasure
conveying	transfer
plucking	pull
harvesting	gather
doorstep	sill
bite	wound
doze	sleeping
disgusting	stimulate
human	hominid
continuation	activity
poetry	writing_style
prince	aristocrat
knockout	woman
soul-searching	introspection
stirs	disturbance
ticks	sound
ecstasy	emotional_state
retro	fashion
blessed	raise
permission	approval
generalities	idea
cesspool	cistern
henry	inductance_unit
fiend	unpleasant_person
beach	geological_formation
universe	natural_object
interpret	understand
individuality	trait
blanket	bedclothes
mire	bog
pays	regular_payment
ragbag	assortment
knockoff	copy
brothers	male_sibling
exhausted	tire
discount	decrease
fascinated	matter_to
charisma	attractiveness
relish	enjoyment
distillation	natural_process
supplies	indefinite_quantity
fascinates	matter_to
bollywood	film_industry
blacken	discolor
feat	accomplishment
fear	emotion
melange	assortment
fudged	cheat
inspection	examination
adversity	misfortune
agendas	plan
bits	small_indefinite_quantity
torrent	rain
appreciation	understanding
sense	awareness
classification	grouping
blacked	discolor
pretension	artificiality
printed	produce
field	tract
plucks	fearlessness
served	suffice
messages	communication
opens	area
baseball	ball_game
realities	experience
evaluate	evaluate
ooze	matter
upset	agitation
serves	tennis_stroke
cloying	supply
millisecond	time_unit
skin	body_covering
tailor	garmentmaker
skip	gait
stifles	joint
unmentionables	garment
sanders	power_tool
targets	reference_point
mention	remark
thrillers	adventure_story
laundry	garment
skirmishes	fight
man	adult
stifled	suppress
insinuating	bring_in
squirts	cipher
map	representation
twenty	large_integer
mar	gregorian_calendar_month
frankenstein	agency
mat	floor_cover
may	gregorian_calendar_month
supplied	give
insinuation	implication
max	gamma_hydroxybutyrate
bless	raise
fudges	candy
addict	enthusiast
murders	homicide
virtuoso	expert
obscured	hide
spectacles	optical_instrument
bespeaks	tell
unseen	belief
contemplates	view
awfulness	unpleasantness
feet	vertebrate_foot
self-esteem	pride
fees	fixed_charge
snowman	figure
opera	classical_music
tacked	fasten
sprung	move
bonus	positive_stimulus
presiding	control
recognition	acceptance
feel	awareness
disinterest	tolerance
aisle	passage
karen	tibeto-burman
textbook	book
ideal	idea
vagina	duct
comedy	drama
hamming	acting
equipment	instrumentality
ideas	content
interrupted	break
pressure	physical_phenomenon
becomes	change_state
flavours	atmosphere
fencer	combatant
feed	food
chuckle	laugh
pessimists	skeptic
entries	written_record
recesses	abeyance
directions	path
background	inheritance
lists	database
shmear	batch
zeitgeist	spirit
underplayed	act
blend	mix
lulled	calm
harvests	output
ushered	lead
conceive	create_by_mental_act
symbols	signal
nonsense	message
breath	bodily_process
men	force
vampire	evil_spirit
sitcom	comedy
flinching	move
contrasts	opposition
garbled	misrepresent
twaddle	nonsense
submerged	sink
lullaby	song
peppering	zest
absorbs	sorb
depicted	represent
celluloid	thermoplastic
dismember	kill
structure	artifact
surveyed	analyze
masculine	gender
orange	citrus
fright	emotion
newfoundland	dog
biscuit	quick_bread
conceits	pride
mercy	lenience
messing	eat
interpreting	explanation
craftsmen	professional
depend	be
danger	condition
crash	noise
granted	give
patch	marking
character	imaginary_being
consummate	carry_through
aggrandizing	overstate
above	section
prophecies	prediction
stick	implement
tales	message
resident	inhabitant
goals	content
comprise	be
height	dimension
drowns	cover
scratching	noise
eludes	escape
beaten	get_the_better_of
frozen	stand_still
urbanity	courtesy
received	get
flood	geological_phenomenon
quality	attribute
conveys	impart
animal	organism
boost	aid
receives	get
invested	spend
shared	overlap
components	part
crossover	organic_process
mib	computer_memory_unit
association	organization
believe	accept
shares	assets
fell	animal_skin
roster	list
confrontations	challenge
outnumber	total
glance	look
documentaries	movie
boots	footwear
seesawing	play
mix	concoction
destruction	termination
holes	opening
booty	stolen_property
dirty	change
trickster	troublemaker
bloodstream	blood
stiff	man
middle	area
strategies	plan_of_action
renewal	restoration
appeal	request
appear	be
diary	writing
conjuring	magic
negate	deviate
collaboration	cooperation
swank	elegance
associated	think
holds	grasping
melted	dissolve
open	area
justifying	confirm
berry	edible_fruit
hysterics	attack
salvation	rescue
forced	compel
suffering	pain
invest	spend
cadavers	body
project	work
exclamation	utterance
conquers	control
wrinkles	depression
downsizing	economy
whacking	corporal_punishment
flashbacks	transition
paces	rate
abound	be
suitcase	baggage
adapts	change
beard	facial_hair
solutions	mixture
crank	unpleasant_person
felt	fabric
bears	carnivore
sucker	victim
nausea	symptom
assurance	certainty
monkeys	primate
psychiatrist	specialist
sucked	drink
misfire	breakdown
cooker	cooking_utensil
goggles	spectacles
paths	course
snickers	laugh
forces	influence
flying	air_travel
trimmed	cut
internet	computer_network
ranges	extent
half-hour	time_unit
talkers	articulator
knocks	sound
charmer	hypocrite
bitten	grip
slain	dead
beast	organism
resides	populate
bitter	ale
gesture	motion
urgency	necessity
freudian	follower
backstage	stage
activists	reformer
sidesteps	step
performances	show
prologue	introduction
organic	fertilizer
dwells	worry
paced	walk
overlook	topographic_point
beats	youth_subculture
bedroom	room
cello	bowed_stringed_instrument
prints	written_communication
money	medium_of_exchange
stakes	gamble
avalanche	slide
euphoria	elation
mob	crowd
ratchets	mechanical_device
madcap	adventurer
achievement	action
sunshine	light
mom	mother
whole	concept
sharks	elasmobranch
fingers	digit
revolution	change
admirers	advocate
movies	product
humor	message
obstacle	hindrance
transvestite	person
attempts	activity
profits	income
still	photograph
relating	think
linking	think
enriched	better
resemblance	likeness
mr.	title
photographed	record
anthology	collection
benchmark	standard
books	publication
knowing	higher_cognitive_process
hoofing	dancing
parallels	similarity
bawdy	obscenity
alluring	invite
rediscovers	discover
galvanize	shock
tongue	articulator
signature	name
churn	vessel
ms.	title
fireworks	low_explosive
punch	blow
throwing	propel
slave	person
decommissioned	recall
believes	content
believer	supporter
writing	verbal_creation
excursion	journey
believed	accept
academy	secondary_school
washout	groove
shtick	small_indefinite_quantity
bygone	past
gusto	enjoyment
swallow	taste
aged	age_group
genocide	killing
sting	pain
households	unit
sends	move
stink	smell
altogether	nakedness
alexander	herb
gored	pierce
sleeve	cloth_covering
apocalypse	calamity
cutting	creating_by_removal
dulled	change
ages	property
dimensions	magnitude
specifics	fact
voice	sound
morsels	small_indefinite_quantity
injuries	ill_health
prepared	change
fertility	rate
rekindles	kindle
craft	occupation
float	time_interval
juxtaposition	placement
parables	story
frittered	consume
budding	asexual_reproduction
disarming	demobilization
evade	avoid
uncertainties	quality
expecting	evaluate
discover	spy
imply	express
offset	point
extremists	radical
parlor	reception_room
cascade	waterfall
cleaner	formulation
mysteries	perplexity
capture	acquiring
excite	arouse
paranoia	psychosis
sounding	depth
slaps	blow
literate	person
baloney	nonsense
paranoid	psychotic
appointed	establish
sequence	series
sulky	horse-drawn_vehicle
mud	soil
mug	containerful
youngsters	juvenile
elder	adult
lip-gloss	makeup
commonplace	remark
touts	scalper
caterer	supplier
prescribed	inflict
blubber	animal_oil
crudities	wild
talks	discussion
iteration	process
austrian	european
distances	spacing
encompassing	include
grinder	sandwich
controversy	dispute
jack	small_indefinite_quantity
command	speech_act
irritates	displease
enthronement	initiation
distanced	keep
grimace	facial_expression
chump	victim
variable	thing
temple	place_of_worship
jabs	gesture
greaseballs	italian
matron	wife
perfection	state
landscape	scenery
saved	rescue
desperate	unfortunate
leading	strip
firebrand	firewood
urge	motivation
endings	morpheme
music	auditory_communication
saves	prevention
screenings	display
famine	lack
educate	better
ricocheting	jump
springer	stone
agreement	statement
dealing	treatment
ensues	prove
intermezzo	movement
wanes	decline
merchant	businessperson
pegged	succeed
capitalize	profit
overload	load
bronze	copper-base_alloy
contains	include
permits	legal_document
selection	action
guess	opinion
science	discipline
conception	idea
protracted	lengthen
returns	legal_document
happening	event
guest	visitor
detail	fact
flailing	beat
beware	watch
forest	vegetation
stretches	expanse
elevates	delegate
fantasies	imagination
scratches	wound
weiss	dynasty
debated	consider
matrix	array
backwater	body_of_water
vigils	wakefulness
sleep	physical_condition
stretched	be
refuse	waste
crumb	small_indefinite_quantity
sleek	polish
sonny	male_child
elevated	railway
oeuvre	end_product
certified	testify
behavior	activity
intimidated	frighten
toes	digit
enthralling	please
sweep	scope
flimsy	typewriter_paper
descend	travel
website	computer
bromides	halide
flavour	atmosphere
evenings	day
highlighted	bring_out
superlative	praise
mechanics	physics
pushing	propulsion
wanker	masturbator
weird	anglo-saxon_deity
farce	comedy
redone	produce
upside	side
emerge	appear
exemplify	embody
slap	blow
anniversary	day
decorates	change
incorporates	compound
screening	display
deliverance	recovery
eager	tidal_flow
republic	political_system
emphasising	stress
melancholic	depressive
jerking	motion
repetition	periodic_event
melancholia	depression
whirlwind	windstorm
huggers	person
enlivens	stimulate
overheated	heat
layers	artifact
female	animal
digressions	message
surrender	despair
hypnotic	drug
poised	hover
wrote	create_verbally
modeled	imitate
intentions	goal
bores	unpleasant_person
evergreen	vascular_plant
obviousness	conspicuousness
volume	measure
energies	physical_phenomenon
casts	gathering
conditioning	learning
oozing	flow
outsiders	stranger
rises	emergence
whodunit	story
becalmed	stabilize
punches	blow
chimney	flue
technical	military_vehicle
baggage	case
respecting	see
breakdown	disruption
ride	journey
veneer	coating
inconsistencies	contradictoriness
punched	hit
defies	resist
stretch	expanse
plummets	bob
spirited	enliven
havoc	disturbance
capitalism	market_economy
dating	chemical_analysis
fifties	decade
photographer	artist
showcases	setting
dumped	discard
illuminate	lighten
selecting	decide
delirium	mania
mistake	nonaccomplishment
nauseating	disgust
rich	people
enthrall	please
rick	spasm
moldering	decay
scouse	stew
rice	grain
praise	approval
frenzy	mania
significance	importance
cutthroat	murderer
weirdness	unfamiliarity
sweat	secretion
family	unit
vanessa	arthropod_genus
deliberate	hash_out
swear	express
slew	large_indefinite_quantity
referred	think_of
atmosphere	condition
gift	acquisition
winking	reflex
career	occupation
told	express
release	merchandise
glosses	explanation
slim	change_state
abiding	stay
rolled	turn
crosses	racket
marveled	react
moral	meaning
hallmarks	characteristic
judge	adjudicator
tackles	lineman
darkness	illumination
mid-seventies	time_of_life
permeates	penetrate
partnership	business
aliens	traveler
lionize	respect
parrots	bird
tackled	confront
negativity	polarity
thousands	large_integer
jams	conserve
wives	spouse
cylinders	solid
weathered	defy
relevance	connection
driver	operator
flawed	damage
drives	propulsion
driven	operate
lovebirds	parakeet
crossed	pass
carved	cut
roller	grounder
drivel	message
souvlaki	kabob
tone	manner_of_speaking
optimism	hope
fiascos	collapse
savor	taste
fetishes	sexual_desire
holiday	leisure
crude	fossil_fuel
in-jokes	joke
withstand	resist
encourage	support
morality	quality
potato	root_vegetable
manufactured	make
deficit	insufficiency
uphill	ascent
busts	failure
pissed	excrete
linger	persist
tome	book
stores	mercantile_establishment
grandmother	grandparent
aesthetics	philosophy
touchstone	system_of_measurement
locales	scene
slip	blunder
anchor	hook
firing	attack
logic	philosophy
manifesto	declaration
novelist	writer
homages	deference
capped	lie
telegraphed	telecommunicate
honor	symbol
tops	region
eccentrics	anomaly
mores	convention
scorcher	hot_weather
losses	financial_loss
aerial	pass
dimness	semidarkness
languishing	weaken
admiring	respect
whites	person
pages	leaf
scalds	burn
squirming	move
weaned	deprive
net	computer_network
laggard	idler
cable	telegram
conceptions	idea
took	act
catching	playing
settings	environment
smarts	pain
barker	promoter
shootout	fight
parody	caricature
bluster	confusion
rumination	consideration
moralism	maxim
tool	implement
steeped	concentrate
vulgarities	inelegance
underestimated	value
stimulating	affect
tons	large_indefinite_quantity
bestowed	award
heated	change
torn	separate
enigma	perplexity
tori	round_shape
barrage	language
slog	work
influenced	affect
meander	curve
befallen	happen
reaching	motion
media	instrumentality
slot	position
seeping	run
lightweight	prizefighter
slop	feed
influences	power
define	be
dictate	rule
slob	vulgarian
cinderella	woman
deliberateness	pace
stepped	travel
coating	covering
prelude	origin
air-conditioning	process
fatherhood	kinship
employment	state
korean	asian
specific	fact
super	caretaker
starship	spacecraft
risks	danger
engage	act
windtalkers	secret_agent
muttering	sound
territory	region
milked	draw
u.s.	federal_government
developments	improvement
collage	paste-up
oddity	eccentricity
ring	sound
shift	translation
cultist	follower
entertainments	diversion
frolic	diversion
gestalt	form
tots	small_indefinite_quantity
professional	adult
cheese	dairy_product
bilked	cheat
lanes	way
builds	bodily_property
butler	manservant
shoulder	body_part
dance	art
farts	reflex
pearl	jewel
models	hypothesis
flinch	startle
ensuing	prove
iota	small_indefinite_quantity
forgiveness	mercifulness
exchanges	chemical_phenomenon
amaze	surprise
softens	change_intensity
toss	throw
derisions	disrespect
mystery	perplexity
slow	decrease
blips	shock
patched	join
graduated	receive
myrtle	periwinkle
deserved	be
recount	count
updatings	change
flash	happening
associations	organization
complexity	quality
mosque	place_of_worship
bucks	horse
amuses	entertain
regrets	acknowledgment
students	enrollee
recommend	propose
literal	error
leniency	mercifulness
amused	entertain
advertisement	promotion
disabled	people
expectations	belief
hooks	hand
departs	exit
lothario	womanizer
brooms	cleaning_implement
stalker	pedestrian
silly	child
quicksand	situation
ghetto	quarter
suffocate	kill
quibbles	evasion
bliss	elation
riot	violence
tout	scalper
tour	journey
boring	creating_by_removal
shatters	burst
stayed	be
absolute	abstraction
quintet	musical_composition
wrestler	combatant
gossip	chat
fabian	socialist
resulted	prove
showgirls	dancer
documents	writing
jazz	talk
swung	move
mystification	confusion
abridged	decrease
underlay	pad
no.	number
strips	part
research	investigation
dwarfs	small_person
blackout	pause
royals	sail
sophomore	lowerclassman
stalked	walk
segment	part
stripe	adornment
houses	building
retaining	hold
marshaled	put
gourd	bottle
wounds	injury
imagine	create_by_mental_act
town	municipality
penance	compunction
engineering	application
boats	vessel
girl	woman
denizens	person
filmmaker	producer
engrossing	concentrate
razzle-dazzle	play
ugliness	appearance
overcooked	cook
swinging	motion
trifle	pudding
wartime	time_period
involving	refer
aspires	plan
crocodile	crocodilian_reptile
blind	people
nod	gesture
string	cord
color	visual_property
affluent	rich_person
indigestion	symptom
patting	caress
simplicity	quality
lipstick	makeup
grooved	incise
drops	sphere
aspired	plan
intrigued	matter_to
blimp	reactionary
now	present
tempered	harden
glorified	praise
statement	message
lived	be
rite	religious_ceremony
headaches	negative_stimulus
thoughts	content
delivery	transportation
election	vote
toys	artifact
breaks	happening
conquer	control
unifying	integrate
continuity	coherence
detailed	elaborate
putters	golfer
slurs	musical_notation
battles	military_action
risk	danger
delivers	talk
flame	combustion
rise	emergence
gunplay	fight
sorcerer	occultist
recalls	request
innocence	naivete
butterflies	lepidopterous_insect
flair	endowment
exiled	expel
crush	leather
hatred	emotion
conflagration	fire
endured	permit
struggling	try
catch	drawback
nourishing	provide
promising	declare
give	elasticity
enchanting	please
liven	stimulate
ahem	utterance
idealism	philosophical_doctrine
guises	semblance
lives	being
depends	be
midsection	area
imbue	penetrate
metro	railway
get-go	point
ladies	woman
hoods	criminal
gimmicks	drawback
apartments	housing
bastard	unpleasant_person
villains	unwelcome_person
purity	condition
flags	emblem
direct	order
scheming	plot
slanted	lie
hardship	misfortune
confuse	mistake
acumen	plant_process
modern	person
acknowledging	declare
probes	inquiry
enables	change
transmogrification	transformation
patrolmen	lawman
dishes	container
wrong	injustice
bourne	boundary
porridge	dish
shirt	garment
enchanted	please
songs	musical_composition
whet	stimulate
hampered	restrict
stockings	hosiery
creepiness	touch
yarns	report
heads	external_body_part
levels	property
board	committee
cross-dressing	dress
distorts	misrepresent
pulpiness	softness
pursuing	act
widow	woman
springing	move
spelled	recite
schizophrenia	psychosis
whit	small_indefinite_quantity
whir	sound
whip	instrument
halloween	day
earned	get
whale	large_person
sturdiness	good_health
letting	property
robots	mechanism
rhetoric	expressive_style
marked	attach
respite	relief
intrigue	plot
handicap	unfitness
survival	animation
hysteria	mania
pleasing	gratification
market	activity
keen	dirge
effects	personal_property
keel	projection
refers	think_of
marker	artifact
keep	resource
crassness	insensitivity
conventions	meeting
eagle	bird_of_prey
staggers	animal_disease
acute	accent
matinee	theatrical_performance
relocated	move
sentimentalizing	misrepresent
deserves	be
dehumanizing	take_down
endurance	strength
confessions	admission
swings	action
relaxed	change_state
succumbs	accept
rocks	natural_object
inversion	atmospheric_phenomenon
parallel	similarity
dialogue	talk
blunder	mistake
designed	create_by_mental_act
breach	failure
handful	small_indefinite_quantity
pinks	chromatic_color
stimulus	information
curmudgeon	oldster
hackles	anger
approaches	conceptualization
terminal	station
fritters	friedcake
adhering	match
shine	brightness
ballast	material
critics	professional
contained	include
disjointed	separate
uses	activity
propels	move
approached	come
succumb	accept
essayist	writer
fussing	worry
unfold	develop
inhabitants	person
diminishing	change_magnitude
humanist	scholar
dipped	immerse
bring	transport
humanism	doctrine
brink	boundary
aversion	dislike
musketeer	infantryman
warfare	military_action
escapist	daydreamer
giant	animal
perch	support
promotes	support
escapism	diversion
vein	blood_vessel
veil	garment
league	association
hierarchy	series
islanders	inhabitant
machismo	masculinity
boiling	heating
puppy	dog
turning	change_of_course
peace	order
malapropisms	misstatement
garnered	get
consideration	thinking
brother	male_sibling
frank	european
1930s	decade
viability	property
teetering	move
claws	horny_structure
search	activity
communications	discipline
metaphor	trope
deranged	madden
televised	air
franc	monetary_unit
gluing	attach
cardboard	packing_material
shambles	disorderliness
topping	garnish
humanity	humaneness
soliloquies	speech
innovation	creation
lurking	hide
wedgie	shoe
couture	dressmaking
alternate	stand-in
mounted	attach
actor	performer
deleted	remove
zipper	fastener
superstar	expert
fueled	supply
sewage	waste
essential	thing
conveyor	messenger
vent	hole
clarify	explain
lightness	joy
girls	woman
graphics	visual_communication
recompense	payment
thinness	dimension
fighters	person
generosity	kindness
bohemian	indian
japanese	asian
presumes	expect
warning	informing
troopers	soldier
evoked	make
image	representation
cameos	anaglyph
portray	represent
mainland	land
celebration	affair
condone	forgive
temptation	influence
evokes	make
manhood	adulthood
carry	transportation
burst	change_of_integrity
commenting	note
necessity	need
frame	framework
indie	pop_group
mountains	natural_elevation
snapping	talk
compelling	induce
origin	point
clash	noise
mistakes	nonaccomplishment
dozing	nap
antic	diversion
pimps	wrongdoer
mistaken	identify
layered	shape
burden	concern
overture	music
personality	attribute
artificiality	unnaturalness
teachers	educator
doppelganger	legendary_creature
trouble	difficulty
class	collection
reporting	news
inuit	indian
spanish	romance
kidnappings	capture
brims	edge
gamble	speculation
counter	table
hairdo	hair
cheapened	worsen
drifts	force
signposts	sign
presents	time
assign	appoint
promotion	message
drab	olive
decade	time_period
practice	activity
quaking	tremble
weaponry	instrumentality
backdrops	scenery
canadian	north_american
diaries	writing
delayed	decelerate
amusements	delight
groundbreaking	beginning
enveloping	cover
lunatic	sick_person
carol	religious_song
astronaut	traveler
agony	suffering
marveling	react
drag	resistance
clams	money
guessing	estimate
french	romance
swooning	zonk_out
burnt	destroy
encouraging	support
issue	content
lower	berth
commercials	ad
metal	chemical_element
peaks	limit
ode	lyric
legion	army
dictates	rule
cheeks	feature
vintage	wine
drinker	consumer
humanize	change
continuing	act
brooding	parturition
pedestal	support
immaturity	state
turned	move
widen	increase
vaunted	overstate
gibberish	nonsense
library	room
strings	section
slump	deterioration
digest	periodical
peril	danger
dependence	state
standbys	thing
camera	photographic_equipment
modernize	regenerate
broaches	pin
remembrance	memory
seemed	be
fumbles	blunder
draw	gully
contender	contestant
off	kill
disabilities	unfitness
exploring	investigate
overlapping	covering
seriousness	gravity
fumbled	search
oral	examination
tipped	reorient
complete	end
compensate	balance
personified	embody
mattered	be
domination	social_control
coupling	connection
edge	boundary
weaving	handicraft
willies	edginess
strongman	performer
claim	assertion
credibility	quality
antique	old_man
jarring	conflict
hobbled	walk
months	time_period
meter	metric_linear_unit
follows	travel
retold	re-create
schematic	diagram
chosen	darling
puff	gust
coat	overgarment
fidgeted	move
expand	grow
squander	use
coal	fossil_fuel
retrieve	get
devastating	destroy
bride	newlywed
gliding	flight
furrow	trench
code	written_communication
hammer	striker
implodes	collapse
blab	unwrap
coda	conclusion
incompetent	unskilled_person
harangues	declamation
underdeveloped	develop
investigate	analyze
devastation	deterioration
investigator	scientist
mutates	change
dreamed	imagine
recreating	stimulate
sympathy	inclination
fight	military_action
blah	grandiosity
brief	legal_document
cavorting	play
romped	play
cringing	move
betting	predict
surfeit	fullness
painting	graphic_art
pandemonium	confusion
ploughing	tilling
spiritual	religious_song
remarks	statement
bracing	strengthener
honks	cry
regeneration	organic_process
indoctrinated	teach
mopes	low_spirits
promised	declare
calculus	rock
relayed	communicate
speaking	utterance
exercises	effort
province	administrative_district
agitator	troublemaker
whopping	hit
shifts	translation
obscenity	indecency
promises	commitment
breaking	change_of_integrity
proposal	message
orgy	indulgence
conspirators	criminal
edit	change
old	past
settled	put
lowered	move
recreation	activity
spectators	perceiver
ancient	oldster
twelve	large_integer
starting	turn
device	instrumentality
minus	arithmetic_operation
checking	analyze
conservative	adult
archives	collection
activity	act
bled	exhaust
entranced	attract
waltz	victory
fresher	lowerclassman
bleu	cheese
variety	collection
disturb	affect
tanks	armored_vehicle
liar	deceiver
paved	coat
pump	mechanical_device
strained	tug
disconnection	separation
numbness	symptom
linearity	dimensionality
fights	military_action
one	digit
garage	outbuilding
whirling	rotation
shudder	fear
reviewers	critic
flashbulbs	lamp
pull	propulsion
dealer	merchant
buying	purchase
threatens	exist
prefabricated	produce
urinates	excrete
pulp	mass
undergraduate	collegian
makeup	cosmetic
country	political_unit
excellence	quality
urine	body_waste
willing	choice
marathons	undertaking
sincerity	gravity
demons	evil_spirit
fatalism	credence
elicit	make
amazing	surprise
awareness	knowing
postcard	card
lick	sediment
longevity	longness
trimming	decoration
details	information
aids	immunodeficiency
futility	inutility
sentimentality	emotionality
treated	interact
smiling	facial_expression
emotions	feeling
reefs	ridge
accentuating	express
suppose	speculate
flavor	atmosphere
clocked	quantify
shimmering	shine
obscure	hide
explodes	change_integrity
punk	criminal
trove	treasure
region	location
support	activity
exasperating	anger
praises	approval
flibbertigibbet	fool
puns	fun
drop	sphere
disassociation	separation
hindsight	understanding
pulsating	beat
shaped	cause
destination	end
learning	basic_cognitive_process
cold	communicable_disease
resolutions	document
vertical	orientation
eccentricities	unfamiliarity
life	being
expects	evaluate
punctuated	add
shapes	spatial_property
filmmakers	producer
settles	bench
lies	falsehood
tango	ballroom_dancing
spells	psychological_state
blip	shock
cases	happening
clobbering	beat
ditty	song
unpleasantness	pain
coke	fuel
damn	worthlessness
superior	leader
location	object
proportions	quotient
sentimentalist	person
populist	advocate
revel	merrymaking
surrounds	geographical_area
stains	appearance
eclair	cream_puff
woven	twist
competition	business_relation
zany	clown
none	hour
displays	demonstration
cone	artifact
reeks	smell
therapeutic	medicine
problem	difficulty
closing	motion
melodrama	comedy
depressed	discourage
connection	relation
abandoned	discard
presence	being
cons	argument
inability	cognition
obsessed	preoccupy
method	know-how
makers	creator
wife	spouse
come	liquid_body_substance
leather	animal_skin
push	propulsion
coma	unconsciousness
musicals	movie
o.k.	sanction
purr	sound
examples	information
ascension	holy_day_of_obligation
johnny	confederate_soldier
lift	aid
insiders	corporate_executive
cops	policeman
yiddish	german
misdemeanor	crime
conceived	create_by_mental_act
goths	unpleasant_person
mending	garment
busby	hat
out	failure
cope	brick
capacity	capability
consuming	eat
ghost	apparition
noon	hour
transcript	writing
hoopla	promotion
troubadour	singer
dark	illumination
disconnects	disparity
copy	written_record
dare	challenge
streaks	succession
danish	scandinavian
introverted	draw_in
cook	skilled_worker
cool	coldness
elbows	hinge_joint
regurgitates	pour
infuse	drill
purists	pedant
puts	option
emaciated	enfeeble
connoisseurs	authority
seaside	seashore
structuring	organize
unified	integrate
matured	develop
asset	quality
insecurity	danger
insulting	hurt
revolutionaries	radical
minimum	extremum
roses	shrub
coos	cry
date	day
magic	supernaturalism
reveal	show
corn	cereal
grinning	facial_expression
drum	percussion_instrument
drug	agent
norm	standard
successes	happening
daydreams	dream
argentine	soft-finned_fish
consequences	phenomenon
simmer	temperature
blow	stroke
gambles	speculation
climbing	rise
development	improvement
like	kind
maxim	saying
smorgasbord	collection
proposes	declare
populated	be
brisk	accelerate
prolonged	lengthen
plutonium	chemical_element
spontaneity	naturalness
activism	policy
ending	morpheme
core	set
efforts	activity
dass	placental
blob	amorphous_shape
dazzling	blind
flopping	collapse
hills	natural_elevation
ground	object
dreadfulness	unpleasantness
dash	elegance
visitor	traveler
branched	grow
sprawl	urban_area
note	written_record
brits	nation
moonlight	light
make-believe	imagination
line	formation
penalty	social_control
link	linkage
riding	sport
toss-up	luck
recovery	improvement
trappings	accessory
implosion	collapse
robin	thrush
limp	gait
hearts	whist
treacle	syrup
populates	be
regimen	plan
considers	think
nose	chemoreceptor
limb	extremity
aims	goal
cost	outgo
stories	message
will	faculty
embalmed	conserve
confidence	certainty
groups	abstraction
cuisine	cooking
rediscovering	discover
loopholes	ambiguity
lilo	air_mattress
bordering	touch
york	dynasty
narration	message
lily	liliaceous_plant
dignity	pride
challenge	situation
locations	object
unearth	locate
wild	state
satyr	pervert
plagued	afflict
snap	touch
slowed	decrease
functions	mathematical_relation
wastes	material
chips	potato
overflowing	spill
forages	fodder
waster	prodigal
anchored	fasten
remote	device
palestinians	arab
explanation	statement
cafeteria	restaurant
assassin	murderer
drumbeat	sound
rider	traveler
pummel	hit
yearnings	desire
spoofs	caricature
contributions	attempt
victor	combatant
framed	enclose
graduation	completion
wasted	use
undressed	take_off
prison	correctional_institution
sister	female_sibling
yesteryear	time
whimsy	idea
wins	victory
everlasting	composite
frames	framework
devices	inclination
dedication	fidelity
perpetrating	act
neutral	person
thoughtfulness	consideration
baker	merchant
analysis	investigation
costumer	couturier
costumes	attire
rewrite	writing
revives	bring_to
lion	big_cat
journalism	print_media
journalist	writer
lint	fiber
exposure	vulnerability
clutch	grasping
baked	cook
seizing	small_stuff
morphs	change
asparagus	herb
enlightened	people
dawn	hour
costumed	dress
wing	organ
cribbed	cheat
wind	weather
revived	bring_to
humble	change
folly	trait
flight	formation
harbour	port
independent	individualist
airs	affectedness
glossy	magazine
achieve	succeed
yellow	chromatic_color
blur	representation
embroils	involve
talking	conversation
alleged	assert
diversions	activity
squareness	rectangularity
sexism	discrimination
gang-raped	rape
lameness	disability_of_walking
sexist	antifeminist
editorial	article
sharper	card_player
cows	bovine
combines	harvester
faced	set_about
echoes	reflection
americans	inhabitant
lips	articulator
overwhelm	arouse
blue	chromatic_color
reunions	party
speaks	communicate
concludes	think
days	life
persistence	lastingness
governs	decide
combined	have
disguise	semblance
faces	external_body_part
facet	feature
tedium	dissatisfaction
saddens	affect
undone	change_by_reversal
liberal	adult
discuss	field_event
renders	stucco
1940s	decade
chill	coldness
trivializing	understate
wish	desire
miami	algonquian
invigorating	stimulate
pad	paper
pastel	chromatic_color
wise	manner
toddler	child
amounts	assets
pandering	provide
payback	return
wisp	tuft
reparations	compensation
pal	friend
skipping	neglect
pan	cooking_utensil
sparring	controversy
weighted	charge
conversation	speech
pap	drivel
par	score
pat	sound
recycles	cycle
invitation	letter
pax	greeting
pay	regular_payment
memento	reminder
crackers	bread
list	database
bellyaching	complain
rivals	contestant
ventures	undertaking
sixties	decade
wire	ligament
spending	payment
sobering	change
scenes	area
claims	assertion
folks	kin
preserving	keep
permitting	accept
creature	organism
child	juvenile
pbs	buffer_solution
straddle	position
unnerving	upset
divided	change_integrity
deploys	position
instrument	device
latches	lock
wonderment	astonishment
medium	instrumentality
locale	scene
fingering	placement
remove	distance
wisdom	content
recycled	cycle
producing	make
peas	legume
psychology	science
wannabe	applicant
interrogation	sentence
fogging	hide
treasure	wealth
monologues	speech
live	be
